username;date;retweets;favorites;text;geo;location;mentions;hashtags;id;query;permalink
RWS_verkeer;2017-12-14 17:44;0;0;"Update A4 Rijswijk-Centrum: Het ongeval is afgehandeld. De weg is vrij en de omleiding is beëindigd. #A4 L 50,4";;Nederland;;#A4;"941333108623888385";Overstappen OR Omleiding;https://twitter.com/RWS_verkeer/status/941333108623888385
judithdekraker;2017-12-14 17:23;0;0;"Maar Ik haat overstappen ook heel erg maar deze bankjes zijn niet te doen voor zo'n lange tijd in de trein";;Zeewolde, Nederland;;;"941327878314176513";Overstappen OR Omleiding;https://twitter.com/judithdekraker/status/941327878314176513
Zorgkeuze;2017-12-14 17:05;1;0;"#Zorgverzekering 2018 (Tip) Vergelijk eenvoudig en snel! http:// dld.bz/gvM9J Bespaar meer op uw zorgpremie. #zorgpremie #zorg Deskundige hulp door professionals! #overstappen pic.twitter.com/ynCjTvzLtN";;Nederland;;#Zorgverzekering #zorgpremie #zorg #overstappen;"941323320749973506";Overstappen OR Omleiding;https://twitter.com/Zorgkeuze/status/941323320749973506
L_Zandbergen;2017-12-14 16:36;0;0;"Shell laat werknemers overstappen naar onderwijs. https:// fd.nl/economie-polit iek/1232207/shell-laat-werknemers-overstappen-naar-onderwijs …";;Den Haag;;;"941315897339367425";Overstappen OR Omleiding;https://twitter.com/L_Zandbergen/status/941315897339367425
DelijnWaasland;2017-12-14 16:26;0;0;"#Omleiding #DeLijn 41 - 43 in #Stekene op #zondag 17/12 #Kerstloop https:// delijnwaasland.wordpress.com/2017/12/14/ker stloop-en-kerstmarkt-in-stekene/ …";;Sint-Niklaas, België;;#Omleiding #DeLijn #Stekene #zondag #Kerstloop;"941313415058022400";Overstappen OR Omleiding;https://twitter.com/DelijnWaasland/status/941313415058022400
EricvdGoot;2017-12-14 16:23;0;0;"Bedankt! Het geldt dus niet vice versa? Ik neem aan dat er een omleiding wordt ingesteld? Wat is het beste alternatief?";;Leeuwarden;;;"941312606165487616";Overstappen OR Omleiding;https://twitter.com/EricvdGoot/status/941312606165487616
MireilleHermans;2017-12-14 16:19;0;0;"Nee je kunt alleen in december overstappen .....";;The Netherlands near Rotterdam;;;"941311704411107328";Overstappen OR Omleiding;https://twitter.com/MireilleHermans/status/941311704411107328
TravelVogel;2017-12-14 15:47;0;0;"Stirmouth ( #Roermond ). Even koffie halen, dan overstappen richting #Boxmeer .";;Citizen of the World;;#Roermond #Boxmeer;"941303679747051520";Overstappen OR Omleiding;https://twitter.com/TravelVogel/status/941303679747051520
KarelSculptor;2017-12-14 15:40;0;1;"Kennelijk heeft @wfschiltz nog nooit van energiedichtheid gehoord, dat hij roept dat hij in de toekomst wil overstappen op waterstofgas als stof. Gaat nooit lukken, de energiedichtheid van waterstof is 1/5 van de andere brandstoffen en daarbij hoogst explosief dus te gevaarlijk";;Haarlem Netherlands;@wfschiltz;;"941301924338503682";Overstappen OR Omleiding;https://twitter.com/KarelSculptor/status/941301924338503682
GVB_klanten;2017-12-14 15:38;0;0;"Goedemiddag, vanochtend heeft er i.v.m. een route versperring een korte omleiding plaatsgevonden. Onze excuses voor het ongemak ^GW";;Amsterdam;;;"941301356169658373";Overstappen OR Omleiding;https://twitter.com/GVB_klanten/status/941301356169658373
parkietje;2017-12-14 15:24;1;0;"@vvaa @onvz Waarom zulke absurde eisen stellen als ZV aan zorgverleners. Overstappen is een mogelijkheid hoor!! #fysiotherapie";;;@vvaa @onvz;#fysiotherapie;"941297969340538881";Overstappen OR Omleiding;https://twitter.com/parkietje/status/941297969340538881
ThSchoenmakers;2017-12-14 15:13;0;1;"enkel, neem ik aan? de verminderde vervoerswaarde van de @HoekseLijn blijft ook als de metro eenmaal rijdt. Extra overstappen en/of langer reizen.";;Schiedam, The Netherlands;@HoekseLijn;;"941295107109769223";Overstappen OR Omleiding;https://twitter.com/ThSchoenmakers/status/941295107109769223
GVB_klanten;2017-12-14 15:06;0;0;"Goedemiddag, mijn excuses voor de late reactie. op welke halte stond je vanochtend? Er is vanochtend een omleiding geweest op het traject van de lijn 51. Onze excuses voor het ongemak. Groetjes ^GW";;Amsterdam;;;"941293349843107840";Overstappen OR Omleiding;https://twitter.com/GVB_klanten/status/941293349843107840
rutger_;2017-12-14 14:50;0;6;"Enkele reis vanaf 199 euro, zónder overstappen https:// twitter.com/fd_nieuws/stat us/941288915549405184 …";;rutgerdequay.com;;;"941289375857627136";Overstappen OR Omleiding;https://twitter.com/rutger_/status/941289375857627136
DeSubski;2017-12-14 14:50;0;0;"@Nuon mag ik uit jullie post-bestand? Ik blijf brieven krijgen maar ik wil niet overstappen .";;Amsterdam;@Nuon;;"941289192839098368";Overstappen OR Omleiding;https://twitter.com/DeSubski/status/941289192839098368
Caipirinhia;2017-12-14 14:44;0;0;"@hollandsnieuwe Ben m'n simkaart kwijt maar ga overstappen naar een ander. Mag ik hem van jullie nog eenmaal? komen we via DM wel uit toch?";;;@hollandsnieuwe;;"941287822098563072";Overstappen OR Omleiding;https://twitter.com/Caipirinhia/status/941287822098563072
PaulBaas;2017-12-14 14:40;1;8;"Helaas ben ik al lid, anders zou ik (weer) overstappen !";;Zwolle;;;"941286879256891392";Overstappen OR Omleiding;https://twitter.com/PaulBaas/status/941286879256891392
tomklaasen;2017-12-14 14:37;0;0;"@STIBMIVB Ik ben op zoek naar een plaats waar ik, komende van Antwerpen, kan parkeren en overstappen op jullie net. Kunnen jullie me helpen?";;Belgium;@STIBMIVB;;"941286095974752256";Overstappen OR Omleiding;https://twitter.com/tomklaasen/status/941286095974752256
isgoedhoor;2017-12-14 14:34;2;1;"Inderdaad bizar! Geef ons die 4000 woningen, en maak eventueel een cruisehaven in IJmuiden (als die dat willen hebben). Vervolgens in IJmuiden overstappen op elektrische watertaxi's.";;NL;;;"941285294954950656";Overstappen OR Omleiding;https://twitter.com/isgoedhoor/status/941285294954950656
GVB_klanten;2017-12-14 14:32;0;0;"De metro had een kleine omleiding i.v.m. een versperde route. Ik hoop dat je goed aan bent gekomen op je eindbestemming. Excuses voor de late reactie en het ongemak. Fijne dag ^GW";;Amsterdam;;;"941284768238448640";Overstappen OR Omleiding;https://twitter.com/GVB_klanten/status/941284768238448640
mboa45;2017-12-14 14:31;0;0;"@ZiggoWebcare 2/2 ... moet in deze netwerk tijd toch mogelijk zijn om via een omleiding een signaal door te geven, zeer slecht geregeld!";;;@ZiggoWebcare;;"941284604920639488";Overstappen OR Omleiding;https://twitter.com/mboa45/status/941284604920639488
JohndeRooij67;2017-12-14 14:25;0;0;"Oke. Oplossen zal dan nu toch overstappen worden..";;Zuid-Holland, westmaas;;;"941283074859524097";Overstappen OR Omleiding;https://twitter.com/JohndeRooij67/status/941283074859524097
Samsung_NL;2017-12-14 14:19;0;0;"Say what..! Mister Sven Belonje gaat overstappen . Dat kan natuurlijk niet Hier moet een stokje voor worden gestoken. ^Davey";;Schiphol;;;"941281549210869760";Overstappen OR Omleiding;https://twitter.com/Samsung_NL/status/941281549210869760
voetbalzonenl;2017-12-14 14:12;0;1;"'Alex Ferguson is vandaag nog steeds boos op me. Hij was er vast van overtuigd dat ik toen naar Manchester United zou overstappen ' #kahn #bayern #manunited http:// bit.ly/2jUzJUw";;Amsterdam;;#kahn #bayern #manunited;"941279618031669249";Overstappen OR Omleiding;https://twitter.com/voetbalzonenl/status/941279618031669249
tgooinieuws;2017-12-14 14:11;0;0;"Prijsvechter Norwegian van Schiphol naar #NewYork Tot nu toe bestaat de concurrentie voor #KLM en Delta alleen uit United Airlines en maatschappijen waarbij passagiers moeten overstappen ,... http:// ift.tt/2B0LPmr";;;;#NewYork #KLM;"941279463219789825";Overstappen OR Omleiding;https://twitter.com/tgooinieuws/status/941279463219789825
TISMonique_;2017-12-14 14:03;0;5;"Terwijl ik langs de afzettingen op de #N201 rij zie ik drie auto's de afzetting negeren, dwars erdoorheen, wat bezielt deze mensen, volg gewoon de omleiding . Dit gaat echt nog eens fout, @JHI_Heuts , @Cloud_SurferNL of @PA_Stoffels misschien tijd over...";;Zaanstad, Nederland;@JHI_Heuts @Cloud_SurferNL @PA_Stoffels;#N201;"941277553188376576";Overstappen OR Omleiding;https://twitter.com/TISMonique_/status/941277553188376576
Barbaaralin;2017-12-14 13:54;0;0;"Op weg naar weer een #sollicitatie . Drie bussen, twee keer overstappen en een kwartier tussen de Amstel en weilanden door de regen lopen... #werk";;Amsterdam;;#sollicitatie #werk;"941275128222158849";Overstappen OR Omleiding;https://twitter.com/Barbaaralin/status/941275128222158849
Synlogic;2017-12-14 13:46;0;1;"Wil jij overstappen naar de cloud, maar weet niet waar en hoe te beginnen? https:// synlogic.nl/overstappen-na ar-de-cloud-de-dos-en-donts/ …";;Zwolle, The Netherlands;;;"941273229209063424";Overstappen OR Omleiding;https://twitter.com/Synlogic/status/941273229209063424
Eneco;2017-12-14 13:38;0;0;"Hoi Gert, Zonde dat je denkt aan overstappen . De mogelijkheden bekijken we graag als je belt op 088 - 8 955 955! ^Danielle";;Nederland;;;"941271059105566720";Overstappen OR Omleiding;https://twitter.com/Eneco/status/941271059105566720
JoeriBulder;2017-12-14 13:34;0;0;"De politieke wil is er wel hoor. Het heeft 2 miljard gekost om de lobby uit Erfurt een plezier te doen voor een aanzienlijke omleiding van de lijn. De reis is daardoor 20 minuten langer geworden dan eigenlijk nodig. Efficiënt. https://www. welt.de/debatte/kommen tare/article171526315/In-China-haette-das-geklappt-Aber-Europa-ist-nicht-China-Gut-so.html …";;HH/BoZ 🇪🇺;;;"941270089281818625";Overstappen OR Omleiding;https://twitter.com/JoeriBulder/status/941270089281818625
_JuStChAnTaL_;2017-12-14 13:30;0;2;"Woww ik wist niet dat de @RETRotterdam Metro's nu de overstap mogelijkheden laten zien van elk station waar je überhaupt kan overstappen met tijden en alles erbij SUPER FIJN";;15'1'2017 ♡ Mart ;@RETRotterdam;;"941269158855172096";Overstappen OR Omleiding;https://twitter.com/_JuStChAnTaL_/status/941269158855172096
GertdeBaat;2017-12-14 13:19;2;4;"#Eneco , ben al 35 jaar klant en in principe tegen overstappen . Maar het wordt financieel erg aantrekkelijk. Hoe zit het met #trouweklantenkorting";;Numansdorp;;#Eneco #trouweklantenkorting;"941266265016078336";Overstappen OR Omleiding;https://twitter.com/GertdeBaat/status/941266265016078336
NortheastPers;2017-12-14 13:15;0;0;"#Nieuws FA #apotheek Zorg duur in Nederland? Belgen moeten veel meer zelf betalen - De zorg wordt duur betaald in Nederland. Tenminste dat roepen we met zijn allen. Als het op daden aankomt - overstappen naar een andere verzekeraar bijvoorbeeld - geve... http:// ow.ly/ehs750fI6Pv";;Nederland;;#Nieuws #apotheek;"941265391430586368";Overstappen OR Omleiding;https://twitter.com/NortheastPers/status/941265391430586368
ringlord;2017-12-14 13:06;0;0;"Dus als ik zonnepanelen heb zou ik elk jaar nadeel doen (bij een terugdraaiende teller) indien deze 2 momenten te ver uit elkaar liggen (in plaats van maar 1 keer). Zo kan ik in feite nooit overstappen vermits een groepsaankoop nooit overstap in Oktober toelaat.";;Edegem, België;;;"941263031253729281";Overstappen OR Omleiding;https://twitter.com/ringlord/status/941263031253729281
Stichtingdester;2017-12-14 13:05;0;1;"Op zoek naar de beste zorgverzekering 2018? Sommige verzekeringsmaatschappijen vergoeden gedeeltelijk de kampen van Stichting de Ster vanuit het aanvullend pakket. Zie hier het overzicht. Overstappen kan t/m 31 januari 2018. #zorgverzekering #kampen #stichtingdester pic.twitter.com/Tq0kFm5AIR";;Amsterdam;;#zorgverzekering #kampen #stichtingdester;"941262763451666432";Overstappen OR Omleiding;https://twitter.com/Stichtingdester/status/941262763451666432
mikofLohr;2017-12-14 12:45;0;1;"De trein waar ik in zit rijdt straks door naar Roubaix. Roubaix: een keer overstappen vanaf Rotterdam centraal.";;Wassenaar;;;"941257845735153671";Overstappen OR Omleiding;https://twitter.com/mikofLohr/status/941257845735153671
romanehelsen;2017-12-14 12:39;4;26;"Zo die moment da uw bus aankomt bij de halte en ge moet overstappen en de bus die ge moet halen just voor u aankomt en geen 1 minuut wacht en ge die dus mist hdbzbekc rete frustrerend reigelet @delijn";;;@delijn;;"941256440328654848";Overstappen OR Omleiding;https://twitter.com/romanehelsen/status/941256440328654848
amarent8;2017-12-14 12:25;0;1;"Vergeet vooral niet de ochtendtrein vanuit Bad Nieuweschans. Vorig jaar ook al een hele actie gehad met Arriva. Als je naar Gn moet om 07.18 en 08.18, moet je in Ws overstappen . Wachttijd 8 min. Als je om 08.00 uur in Gn moet zijn, moet je in Nwss al om 06.18 in de trein.";;;;;"941252726738038784";Overstappen OR Omleiding;https://twitter.com/amarent8/status/941252726738038784
CompararCV;2017-12-14 12:21;0;0;"Wilt u #overstappen van #energie ? Doe de check en profiteer. Handige tips en hulp bij overstappen https:// stroomgasvergelijken.nl/bereken-eigen- situatie/ … pic.twitter.com/iHXyFNdCFq";;Amsterdam, Nederland;;#overstappen #energie;"941251863806119936";Overstappen OR Omleiding;https://twitter.com/CompararCV/status/941251863806119936
GVB_klanten;2017-12-14 12:10;0;0;"Goedemorgen, indien je het over de omleiding hebt van 11 december t/m 15 december 2017 i.v.m. werkzaamheden. Zie link voor meer informatie: https:// maps.gvb.nl/nl/lijnen/62/o mleiding/1824-afsluiting-aalsmeerweg … . Onze excuses voor het ongemak. Ik wens je een fijne dag ^GW";;Amsterdam;;;"941249127375167488";Overstappen OR Omleiding;https://twitter.com/GVB_klanten/status/941249127375167488
VergelijkNou;2017-12-14 12:06;0;0;"#Zorgverzekering 2018 (Tip) Vergelijk eenvoudig en snel! http:// dld.bz/gvM9J Bespaar meer op uw zorgpremie. #zorgpremie #zorg Deskundige hulp door professionals! #overstappen pic.twitter.com/8t4JN8H4VV";;Nederland;;#Zorgverzekering #zorgpremie #zorg #overstappen;"941247995869360129";Overstappen OR Omleiding;https://twitter.com/VergelijkNou/status/941247995869360129
Marten_1981;2017-12-14 12:02;0;0;"Anders toch overstappen naar @KPN";;Centrum, Meppel;@KPN;;"941246985335648257";Overstappen OR Omleiding;https://twitter.com/Marten_1981/status/941246985335648257
scheemder;2017-12-14 11:59;0;0;"Een rechtstreekse trein rijdt pas v.a. 2021 richting Leer en niet meer overstappen in de bus zoals nu.Dus ook een aansluiting richting Bremen zonder vertraging. Bovendien worden de treintijden 2 keer per jaar aangepast. Waarom wordt hier nu al rekening mee gehouden?";;Gemeente Oldambt;;;"941246309801058304";Overstappen OR Omleiding;https://twitter.com/scheemder/status/941246309801058304
credmp;2017-12-14 11:59;0;0;"Helaas met het huidige weer blijkt het regel te zijn, overstappen is ook daardoor erg lastig. Hopelijk gaat het beter zonder sneeuw";;Almere, Nederland;;;"941246209875955712";Overstappen OR Omleiding;https://twitter.com/credmp/status/941246209875955712
wfvanvalkenburg;2017-12-14 11:46;0;0;"Shell laat werknemers overstappen naar onderwijs. https:// fd.nl/economie-polit iek/1232207/shell-laat-werknemers-overstappen-naar-onderwijs … #FD";;Delft, Nederland;;#FD;"941242881179836417";Overstappen OR Omleiding;https://twitter.com/wfvanvalkenburg/status/941242881179836417
10daagse;2017-12-14 11:43;0;1;"Daarom moeten we massaal overstappen naar de hoger scorende banken; misschien krijgen ze door dat ze fout bezig zijn als het hen klanten gaat kosten. #overstap10daagse";;Amsterdam, Nederland;;#overstap10daagse;"941242318241320960";Overstappen OR Omleiding;https://twitter.com/10daagse/status/941242318241320960
10daagse;2017-12-14 11:21;0;0;"Je kan ook overstappen naar een andere leverancier? Eentje die bijvoorbeeld geen klimaatverandering en luchtvervuiling veroorzaakt? Kijk even op http://www. overstap10daagse.nl , vergelijk de prijzen, stap over en val in de prijzen! ;)";;Amsterdam, Nederland;;;"941236720762277894";Overstappen OR Omleiding;https://twitter.com/10daagse/status/941236720762277894
Duostudent;2017-12-14 11:18;0;1;"Hoi Tessa, welke regels voor je gelden (bijv. in hoeveel jaar), hangt af van de periode waarin je studiefinanciering kreeg. Soms kun je ook overstappen tussen de verschillende terugbetalingsregels. Zie: http:// bit.ly/2o3btE7 . ^MHo";;Groningen;;;"941235927900401664";Overstappen OR Omleiding;https://twitter.com/Duostudent/status/941235927900401664
Fries1990;2017-12-14 11:15;0;0;"Heb je geen internet van @FiberNL bel je er heen.Ja dat probleem is makkelijk op te lossen door je router te resetten.Gedaan maar werkt nog steeds niet!Top klntservice!Tijd dat we overstappen naar @ZiggoWebcare of @KPNwebcare want dit is al de zoveelste kut behandeling door hun!!";;➗;@FiberNL @ZiggoWebcare @KPNwebcare;;"941235242127560704";Overstappen OR Omleiding;https://twitter.com/Fries1990/status/941235242127560704
mboa45;2017-12-14 11:15;0;0;"En hele wijk al 24 uur geen telefoon, internet en televisie! (kabelbreuk!? ) Het moet in deze netwerk tijd toch mogelijk zijn om via een omleiding een signaal door te geven, zeer slecht geregeld!";;;;;"941235070165233664";Overstappen OR Omleiding;https://twitter.com/mboa45/status/941235070165233664
